chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
Ni-Si,aflow:c6204992605a1648,Ni3Si1,221,cP4,-0.458955,-6.14826,,True
Ni-Si,aflow:c6bdaee7b25258e7,Ni2Si1,123,tP3,-0.247457,-5.90725,,True
Ni-Si,aflow:c78d1c59901f6ab2,Ni2Si4,8,mS12,0.0373853,-5.50438,,False
Ni-Si,aflow:c7035e13dc4524ad,Ni24Si16,63,oS80,,-3.88756,0.0,False
Ni-Si,aflow:c84d29e77a9a3972,Ni3Si1,187,hP4,-0.15829,-5.8476,,True
Ni-Si,aflow:c9909e38c0d8541d,Ni1Si2,139,tI6,-0.0500471,-5.59181,,True
Ni-Si,aflow:c95112be01d0eef4,Ni4Si4,62,oP8,,-4.19702,0.0,False
Ni-Si,aflow:cbc5c02ae8e021a0,Ni2Si4,140,tI12,-0.222736,-5.7645,,True
Ni-Si,aflow:cb48a2be6723dc91,Ni8Si10,193,hP18,-0.0543105,-5.63542,,True
Ni-Si,aflow:ccb6a250ec3bb7c5,Ni24Si5,217,cI58,-0.065904,-5.78268,,True
Ni-Si,aflow:cebc8d810b788745,Ni1Si1,65,oS4,-0.162245,-5.76302,,True
Ni-Si,aflow:d1c1d9419a46af5f,Ni2Si2,166,hR4,-0.183061,-5.78384,,True
Ni-Si,aflow:d13477ee97198203,Ni2Si2,74,oI8,-0.307819,-5.9086,,True
Ni-Si,aflow:d38c9f77473124e4,Ni2Si6,194,hP8,0.277573,-5.23468,,False
Ni-Si,aflow:d458078fd187c1d0,Ni31Si12,150,hP43,,-3.4216,0.0,False
Ni-Si,aflow:d4f0962dfded468f,Ni3Si1,10,mP4,-0.308767,-5.99807,,True
Ni-Si,aflow:d69ed8b0461af6fc,Ni2Si4,12,mS12,-0.0537373,-5.5955,,True
Ni-Si,aflow:d9d27e709752856f,Ni2Si2,12,mS8,-0.365131,-5.96591,,True
Ni-Si,aflow:da5e5872d799d1f7,Ni1Si1,187,hP2,-0.31401,-5.91479,,True
Ni-Si,aflow:db6e1d16f8b58701,Ni4Si2,12,mS12,-0.444437,-6.10423,,True
Ni-Si,aflow:dc60baac941f98d9,Ni6Si3,189,hP9,-0.550374,-6.21017,,True
Ni-Si,aflow:dc6e32c6e73f4a7c,Ni1Si3,221,cP4,0.243179,-5.26908,,False
Ni-Si,aflow:dc289fac0ade5d2c,Ni2Si2,129,tP4,-0.112273,-5.71305,,True
Ni-Si,aflow:dcf22df96c290c05,Ni2Si2,11,mP4,-0.34616,-5.94694,,True
Ni-Si,aflow:deff054b4d8f7692,Ni1Si1,216,cF8,0.233103,-5.36768,,False
Ni-Si,aflow:ded9a17849a8b81f,Ni2Si2,129,tP4,-0.111711,-5.71249,,True
Ni-Si,aflow:df7df40fda7ba02c,Ni1Si3,221,cP4,0.684784,-4.82747,,False
Ni-Si,aflow:df463908e33a94ee,Ni1Si2,164,hP3,0.0669003,-5.47486,,False
Ni-Si,aflow:e22e0f3743256faf,Ni4Si5,139,tI18,-0.0327634,-5.61387,,True
Ni-Si,aflow:e34542b61bcc00e1,Ni18Si6,194,hP24,-0.435895,-6.1252,,True
Ni-Si,aflow:e69ee69cd0df2f51,Ni5Si3,65,oS16,-0.479052,-6.12409,,True
Ni-Si,aflow:e72063864e70ee78,Ni1Si2,139,tI6,-0.0499117,-5.59167,,True
Ni-Si,aflow:e7c20c129f809ccb,Ni3Si1,44,oI8,-0.356873,-6.04618,,True
Ni-Si,aflow:e7bf869d8b012037,Ni2Si4,58,oP6,-0.222729,-5.76449,,True
Ni-Si,aflow:e8a383cddb13f5ce,Ni5Si1,216,cF24,0.0918352,-5.62698,,False
Ni-Si,aflow:e96253d7d36c7e11,Ni2Si2,194,hP4,-0.140541,-5.74132,,True
Ni-Si,aflow:ecb1af04fe68b722,Ni1Si2,123,tP3,-0.013361,-5.55512,,True
Ni-Si,aflow:ee4e0f690f608450,Ni12Si12,57,oP24,-0.31823,-5.91901,,True
Ni-Si,aflow:ee6a2fc0ea399f77,Ni1Si5,191,hP6,0.603852,-4.87889,,False
Ni-Si,aflow:f1607affb2b76d22,Ni4Si8,205,cP12,0.0401822,-5.50158,,False
Ni-Si,aflow:f1cbddd4e57a372d,Ni12Si17,217,cI58,-0.153706,-5.72396,,True
Ni-Si,aflow:f1875a319a4882aa,Ni1Si2,225,cF12,,-4.60539,0.0,False
Ni-Si,aflow:f28c32a75ec30ec2,Ni4Si2,194,hP6,-0.0303753,-5.69017,,True
Ni-Si,aflow:f3839156e01ce0a2,Ni1Si2,71,oI6,0.0298563,-5.51191,,False
Ni-Si,aflow:f4b046a1c97ecaff,Ni4Si2,63,oS12,-0.425287,-6.08508,,True
Ni-Si,aflow:f7f48464f5597936,Ni1Si3,123,tP4,0.0720027,-5.44025,,False
Ni-Si,aflow:f8c05c9a6f53700b,Ni4Si4,65,oS8,,-3.96016,0.0,False
Ni-Si,aflow:f9f3b00a7119d899,Ni2Si2,129,tP4,-0.113067,-5.71385,,True
Ni-Si,aflow:fa067fd045772391,Ni1Si2,225,cF12,,-4.60542,0.0,False
Ni-Si,aflow:fbec347d2f93e720,Ni4Si4,59,oP8,-0.0924089,-5.69319,,True
Ni-Si,aflow:fbad1c48df8c8828,Ni3Si1,47,oP4,-0.316888,-6.00619,,True
Ni-Si,aflow:fb8cf9bdb158efa0,Ni2Si1,164,hP3,-0.240373,-5.90017,,True
Ni-Si,aflow:fc0b7c6affdab9db,Ni3Si6,189,hP9,-0.175152,-5.71692,,True
Ni-Si,aflow:fcae1866bf58e483,Ni2Si4,63,oS12,0.0167008,-5.52506,,False
Ni-Si,aflow:fd7a75df231f0325,Ni1Si3,225,cF16,0.288142,-5.22411,,False
Ni-Si,aflow:fd327fd2a86c3c26,Ni2Si3,166,hR5,-0.203455,-5.76882,,True
Ni-Si,aflow:ff6dbaba34d5ab85,Ni4Si3,191,hP7,0.0377967,-5.58828,,False
Hf-N,aflow:0099a80e4ed1c974,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:00fd6d710e9177b8,Hf4N5,87,tI18,-1.68439,-10.7294,,True
Hf-N,aflow:01d79108a8f90edd,Hf6N8,220,cI28,-1.60647,-10.6256,1.0245,True
Hf-N,aflow:02f2de5ace7e599c,Hf3N1,187,hP4,-0.592589,-10.137,,True
Hf-N,aflow:0388110f14bd276c,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:04e82bea638ee043,Hf6N3,164,hP9,-0.794921,-10.2031,,True
Hf-N,aflow:06564151bfc7cfaf,Hf2N6,140,tI16,-0.0545999,-8.78186,,True
Hf-N,aflow:07a6a4b810da4d8f,Hf6N2,123,tP8,-0.241033,-9.78541,,True
Hf-N,aflow:09f5d99561b23aae,Hf6N4,194,hP10,-1.11799,-10.4172,,True
Hf-N,aflow:0d7ea020383b2b94,Hf2N2,194,hP4,-1.40127,-10.5371,,True
Hf-N,aflow:0fc9aec7d868f36a,Hf2N4,12,mS12,-1.03994,-9.90338,,True
Hf-N,aflow:1219a93aa18fb6c0,Hf12N4,62,oP16,-0.529544,-10.0739,,True
Hf-N,aflow:14b26632a2f26f0c,Hf3N2,164,hP5,-1.4044,-10.7036,,True
Hf-N,aflow:18db826ebc2a5522,Hf2N1,166,hR3,-1.18317,-10.5914,,True
Hf-N,aflow:18ee70602bf6a398,Hf2N1,166,hR3,-1.18317,-10.5914,,True
Hf-N,aflow:19ee66752fc236eb,Hf1N3,12,mS8,0.637263,-8.09,,False
Hf-N,aflow:1a740f80a28d0d00,Hf4N6,194,hP10,-0.945857,-9.91825,,True
Hf-N,aflow:1db7424af2640480,Hf6N4,167,hR10,-1.4479,-10.7471,,True
Hf-N,aflow:21a8669e69c5326c,Hf1N1,225,cF8,-1.75807,-10.8939,0.0,True
Hf-N,aflow:2477b9b44bd8f98c,Hf1N3,12,mS8,0.16216,-8.5651,,False
Hf-N,aflow:25274b78e5ed0d26,Hf2N4,58,oP6,-0.779697,-9.64314,,True
Hf-N,aflow:2724c1f60ed47492,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:293022d6166bf357,Hf6N2,182,hP8,-0.972953,-10.5173,,True
Hf-N,aflow:2a7484715121634a,Hf9N6,12,mS30,-1.43269,-10.7319,,True
Hf-N,aflow:2ac33a1cfde8ab4b,Hf1N1,221,cP2,-0.765028,-9.90085,0.0,True
Hf-N,aflow:2db9626418f53c09,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:2ee01e594d22a1f4,Hf3N1,191,hP4,0.247582,-9.2968,,False
Hf-N,aflow:3008dbb47e0a21fd,Hf4N1,221,cP5,2.31068,-7.31542,,False
Hf-N,aflow:31e3e0c38dd1378d,Hf1N1,225,cF8,-1.75741,-10.8932,,True
Hf-N,aflow:35570ebf25733a47,Hf4N2,141,tI12,-1.23945,-10.6476,,True
Hf-N,aflow:369ccfb2bab47233,Hf2N4,191,hP6,-0.164252,-9.0277,,True
Hf-N,aflow:37ecc9b8d0c25eff,Hf3N2,139,tI10,-1.44407,-10.7433,,True
Hf-N,aflow:37a9167e1d252a13,Hf2N2,186,hP4,-1.30866,-10.4445,,True
Hf-N,aflow:39edd9167b4565b3,Hf4N4,194,hP8,-1.64216,-10.778,,True
Hf-N,aflow:3a5c4ee2ff716612,Hf8N8,191,hP2,0.58214,-8.55368,,False
Hf-N,aflow:3aae3024b1b17b8c,Hf1N1,225,cF8,-1.75805,-10.8939,0.0,True
Hf-N,aflow:3d3a6835a92f9550,Hf4N12,204,cI32,-0.244391,-8.97165,,True
Hf-N,aflow:3f8fd775971756ab,Hf4N8,194,hP6,-0.717486,-9.58093,,True
Hf-N,aflow:40aed4a360688592,Hf2N6,46,oI16,-0.179814,-8.90707,,True
Hf-N,aflow:4006a73f2f72ecca,Hf2N6,140,tI16,0.401957,-8.3253,,False
Hf-N,aflow:41a1c273040e9729,Hf2N4,15,mS12,-0.849719,-9.71316,,True
Hf-N,aflow:435b5827566f4275,Hf6N8,227,cF56,-1.66028,-10.6794,,True
Hf-N,aflow:45512450ce64871a,Hf3N3,191,hP6,-1.36905,-10.5049,,True
Hf-N,aflow:46891a9b21772dd6,Hf2N6,140,tI16,0.401964,-8.32529,,False
Hf-N,aflow:47fa0361f9d4a017,Hf4N12,14,mP16,-0.638159,-9.36542,,True
Hf-N,aflow:4756e071a7a48df1,Hf2N2,194,hP4,-1.40264,-10.5385,,True
Hf-N,aflow:4979bc336a7c01fb,Hf1N1,225,cF8,-1.75801,-10.8938,0.0,True
Hf-N,aflow:498446871e4b60b5,Hf2N4,194,hP6,-0.768695,-9.63214,0.5872,True
Hf-N,aflow:4b0aacaaa9c809a1,Hf2N2,194,hP4,-1.5924,-10.7282,,True
Hf-N,aflow:4cdd86cd0f343545,Hf4N4,36,oS16,-0.575541,-9.71136,,True
Hf-N,aflow:50bd39b0d5664ed0,Hf8N8,191,hP4,0.279475,-8.85634,,False
Hf-N,aflow:55be1f15abe8f40c,Hf1N3,166,hR4,0.177734,-8.54952,,False
Hf-N,aflow:574522f8ea4c0c67,Hf3N3,189,hP6,-1.49709,-10.6329,,True
Hf-N,aflow:5cdb059e214e4dd0,Hf4N2,136,tP6,-1.25412,-10.6623,,True
Hf-N,aflow:5dd81e77dd469041,Hf1N1,187,hP2,-1.37067,-10.5065,,True
Hf-N,aflow:5ff0ddfd04cf4395,Hf2N4,127,tP6,-0.633403,-9.49685,,True
Hf-N,aflow:61d9cf1275baf1d0,Hf6N4,194,hP10,-0.775162,-10.0744,,True
Hf-N,aflow:630b2fa0a9a48e35,Hf1N2,187,hP3,-0.724308,-9.58775,,True
Hf-N,aflow:6d0f1ad259ac29dc,Hf4N1,221,cP5,-0.714468,-10.3406,,True
Hf-N,aflow:731bfd5ddbe0da32,Hf9N6,12,mS30,-1.43269,-10.7319,,True
Hf-N,aflow:735db94e43d10cd1,Hf8N8,194,hP4,-1.40194,-10.5378,,True
Hf-N,aflow:7319b704fe15ee42,Hf2N2,194,hP4,-1.40263,-10.5385,,True
Hf-N,aflow:74ec6f8d8f5642f9,Hf2N4,8,mS12,-0.812389,-9.67583,,True
Hf-N,aflow:759b5322fd5ee241,Hf2N12,11,mP14,0.0818339,-8.47033,,False
Hf-N,aflow:7d827dbfab8483e0,Hf6N10,63,oS32,-0.927423,-9.85896,,True
Hf-N,aflow:7fbea2bee793a85b,Hf4N8,14,mP12,-0.814916,-9.67836,,True
Hf-N,aflow:84be124f11a0598b,Hf3N2,139,tI10,-1.44406,-10.7433,,True
Hf-N,aflow:8675a1eb6d884518,Hf1N1,225,cF8,-1.75741,-10.8932,,True
Hf-N,aflow:88e870b7811c4d63,Hf2N3,164,hP5,-1.15432,-10.1267,,True
Hf-N,aflow:888e27bb5215ed67,Hf4N8,14,mP12,-0.814845,-9.67829,,True
Hf-N,aflow:8bc77c60a3dd5c4f,Hf3N1,225,cF16,1.05262,-8.49176,,False
Hf-N,aflow:8d490ea9839a7d79,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:8faca932f3c3bc6d,Hf1N2,139,tI6,-0.532835,-9.39628,,True
Hf-N,aflow:907fcd4f46d41552,Hf2N4,58,oP6,-0.779624,-9.64307,,True
Hf-N,aflow:91a06b9d02333ace,Hf3N2,160,hR5,-1.25017,-10.5494,,True
Hf-N,aflow:9716fb80d42510d6,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:984835a82083b99f,Hf2N1,166,hR3,-1.18317,-10.5914,,True
Hf-N,aflow:99a42186703ccbb6,Hf2N4,166,hR3,-0.782901,-9.64635,,True
Hf-N,aflow:9c49c89348d4daa5,Hf1N2,187,hP3,-0.724175,-9.58762,0.0,True
Hf-N,aflow:9c86ec4cdbd2b28a,Hf3N4,221,cP7,-1.37426,-10.3933,,True
Hf-N,aflow:9f3f2e7fbfd7d56e,Hf4N8,62,oP12,-0.858661,-9.72211,,True
Hf-N,aflow:9f8747fd904bdb0f,Hf3N1,221,cP4,-0.141838,-9.68622,,True
Hf-N,aflow:a1b3e9214cf364f5,Hf2N2,194,hP4,-1.59518,-10.731,,True
Hf-N,aflow:a3df4f3a537230bf,Hf6N3,162,hP9,-1.21887,-10.6271,,True
Hf-N,aflow:a3ef546736421603,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:a34ba0ace0570dfb,Hf2N6,140,tI16,0.401963,-8.3253,,False
Hf-N,aflow:a49ec4cbc44d89c1,Hf1N3,12,mS8,0.637237,-8.09002,,False
Hf-N,aflow:a42b156eb6adaa08,Hf4N4,53,oP8,-1.12602,-10.2618,,True
Hf-N,aflow:a5f2565bed5fdecf,Hf12N4,62,oP16,-0.529511,-10.0739,,True
Hf-N,aflow:a65735da4a74e095,Hf4N4,12,mS16,-1.46524,-10.6011,,True
Hf-N,aflow:aaf6fcbd9381a711,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:ab0dcde67ba16f75,Hf6N2,194,hP8,0.181365,-9.36301,,False
Hf-N,aflow:ab905d1cb924582d,Hf4N2,141,tI12,-1.23945,-10.6476,,True
Hf-N,aflow:adb4b94cc76306d5,Hf2N2,131,tP4,-1.26225,-10.3981,,True
Hf-N,aflow:ad7156c412eb9bf2,Hf3N2,164,hP5,-1.40426,-10.7035,,True
Hf-N,aflow:ad799002c595a33a,Hf2N2,194,hP4,-1.72749,-10.8633,,True
Hf-N,aflow:b2d4895750e91b64,Hf2N4,58,oP6,-0.77969,-9.64314,,True
Hf-N,aflow:b3403cb688f5f081,Hf1N2,191,hP3,-0.115021,-8.97847,,True
Hf-N,aflow:b403b4cafe8d4d3e,Hf1N1,225,cF8,-1.75788,-10.8937,,True
Hf-N,aflow:b7e7df365f0cb51f,Hf2N2,186,hP4,-1.30611,-10.4419,,True
Hf-N,aflow:b74a4e15b664c349,Hf6N2,193,hP8,-0.883649,-10.428,,True
Hf-N,aflow:bf926974fc0cbbe1,Hf4N4,71,oI16,-1.13024,-10.2661,,True
Hf-N,aflow:c4078d8893e5559b,Hf2N4,6,mP6,-0.713746,-9.57719,,True
Hf-N,aflow:c465ae764a0d4d70,Hf2N6,140,tI16,0.401964,-8.32529,,False
Hf-N,aflow:c5c48268020bb6f7,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:c5dc38ed69475bfb,Hf3N2,164,hP5,-1.40439,-10.7036,,True
Hf-N,aflow:c83ff86965855353,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:c91a88c2adb03a60,Hf4N2,194,hP6,-0.816354,-10.2245,,True
Hf-N,aflow:ca6560d2a582f0c0,Hf2N2,194,hP4,-1.40318,-10.539,,True
Hf-N,aflow:cbfd5e7ca3c691f3,Hf2N4,65,oS12,-0.893594,-9.75704,,True
Hf-N,aflow:cd64c5ddd1d0e761,Hf1N2,164,hP3,-0.0529047,-8.91635,,True
Hf-N,aflow:cee90b883f56896d,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:ce1ed0daae0b72cc,Hf1N3,166,hR4,0.177755,-8.5495,,False
Hf-N,aflow:cfefabb7604c1f7e,Hf6N10,63,oS32,-0.927423,-9.85896,,True
Hf-N,aflow:d06d69fe4a8c713d,Hf8N8,191,hP4,0.279471,-8.85635,,False
Hf-N,aflow:d01264ba25493311,Hf4N3,139,tI14,-1.518,-10.7706,,True
Hf-N,aflow:d1996432b5018cc3,Hf1N1,216,cF8,-1.48661,-10.6224,0.0,True
Hf-N,aflow:d39808434b5eb8ee,Hf2N2,194,hP4,-1.59518,-10.731,,True
Hf-N,aflow:d5ae4b84e5ffbfe4,Hf1N3,123,tP4,0.221289,-8.50597,,False
Hf-N,aflow:d747c443bc9b5aa0,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:d7343fdfef8383b8,Hf2N4,71,oI12,-1.01672,-9.88017,,True
Hf-N,aflow:dcb69b6f54503e46,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:df5e63075d37ecfa,Hf4N12,204,cI32,-0.244381,-8.97164,,True
Hf-N,aflow:e00f4cae6c885928,Hf1N1,225,cF8,-1.75805,-10.8939,0.0,True
Hf-N,aflow:e1fbc3458d917ba8,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:e7952a694da0d0e2,Hf8N4,60,oP12,-1.23153,-10.6397,,True
Hf-N,aflow:e7aef8a46812b325,Hf2N4,12,mS6,-0.782965,-9.64641,,True
Hf-N,aflow:ead38c4a96e1db68,Hf2N6,140,tI16,0.686724,-8.04053,,False
Hf-N,aflow:ebeb1b6c5f312a69,Hf8N1,139,tI18,-0.370467,-10.1418,,True
Hf-N,aflow:ee4e61c076f5872d,Hf3N2,164,hP5,-1.40431,-10.7036,,True
Hf-N,aflow:ef06740ff6a88152,Hf1N1,225,cF8,-1.75802,-10.8938,0.0,True
Hf-N,aflow:f862549d3f9c1e48,Hf4N12,141,tI32,0.271148,-8.45611,,False
Hf-N,aflow:f93ea039abaf9259,Hf1N2,225,cF12,-0.334217,-9.19766,,True
Hf-N,aflow:f9c745ed0e712a23,Hf3N1,221,cP4,0.789566,-8.75481,,False
Hf-N,aflow:fc5cbceb3476e54e,Hf1N3,12,mS8,0.162169,-8.56509,,False
Hf-N,aflow:fd9286fdb1226354,Hf4N8,205,cP12,-0.809365,-9.67281,1.1833,True
Hf-N,aflow:fd74260bc73d99cf,Hf2N2,194,hP4,-1.40127,-10.5371,,True
Hf-N,aflow:fd6ce4ced8d571b3,Hf2N2,186,hP4,-1.30611,-10.4419,,True
Hf-N,aflow:fe7d1edbc483f55a,Hf2N4,194,hP6,-0.768648,-9.63209,,True
Hf-N,aflow:ff6e427825344482,Hf2N4,58,oP6,-0.779745,-9.64319,,True
N-Zr,aflow:002b94048fcbcdf1,N2Zr3,160,hR5,-1.20192,-9.65559,,True
N-Zr,aflow:01c89c210784f23f,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:0244334498c7f188,N4Zr8,60,oP12,-1.18735,-9.65601,,True
N-Zr,aflow:021ec9c56c097a92,N3Zr3,221,cP6,-0.637594,-9.06877,,True
N-Zr,aflow:035b90e7e6b4d73f,N1Zr3,187,hP4,-0.557682,-9.04509,,True
N-Zr,aflow:04bb225cd44914dd,N4Zr2,13,mP6,-0.681441,-9.07512,,True
N-Zr,aflow:04fd6abe0ebcbaf0,N4Zr2,58,oP6,-0.632039,-9.02572,,True
N-Zr,aflow:058f92cfdd2be524,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:063869239cb615ad,N2Zr1,187,hP3,-0.631386,-9.02507,,True
N-Zr,aflow:07ecea14dfbf8fa9,N6Zr2,140,tI16,0.338413,-8.03652,,False
N-Zr,aflow:088a46ca60447958,N3Zr3,189,hP6,-1.38954,-9.82072,,True
N-Zr,aflow:09623b9174e0dede,N4Zr2,15,mS12,-0.732679,-9.12636,,True
N-Zr,aflow:091d6c195ec4c66d,N2Zr4,136,tP6,-1.22477,-9.69343,,True
N-Zr,aflow:0b6ea46f96264828,N2Zr2,194,hP4,-1.35096,-9.78214,,True
N-Zr,aflow:0cf1b27fd2440061,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:0dbfc3c109b05a66,N1Zr1,225,cF8,-1.68967,-10.1208,0.0,True
N-Zr,aflow:0eb515ea1cbf8946,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:105fea954ccbef85,N2Zr4,141,tI12,-1.22025,-9.68892,,True
N-Zr,aflow:12b731f934b2d841,N4Zr2,58,oP6,-0.631994,-9.02568,,True
N-Zr,aflow:13dc6c3d6232735c,N4Zr3,221,cP7,-1.20359,-9.6187,,True
N-Zr,aflow:135ed9db07f2c21b,N4Zr2,58,oP6,-0.631783,-9.02547,,True
N-Zr,aflow:157ae806955909a1,N2Zr3,164,hP5,-1.3467,-9.80037,,True
N-Zr,aflow:15bd349f8c1ac2f6,N4Zr2,65,oS12,-0.76721,-9.16089,,True
N-Zr,aflow:166469136b0c173f,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:184b741a2d965ce5,N2Zr4,141,tI12,-1.22024,-9.68891,,True
N-Zr,aflow:1a4331cf8bf48043,N3Zr1,166,hR4,0.121373,-8.25356,,False
N-Zr,aflow:1d0cebbef291104e,N8Zr4,194,hP6,-0.582845,-8.97653,,True
N-Zr,aflow:1ea85141d6c74892,N1Zr4,221,cP5,-0.708093,-9.20675,,True
N-Zr,aflow:1fe3c3d7defc441f,N1Zr1,225,cF8,-1.68967,-10.1208,0.0,True
N-Zr,aflow:1fa2a1da737e584f,N2Zr3,164,hP5,-1.34669,-9.80036,,True
N-Zr,aflow:214cb75032e55043,N1Zr8,139,tI18,-0.362324,-8.88098,,True
N-Zr,aflow:22f979c1b363de92,N4Zr4,71,oI16,-1.07853,-9.5097,,True
N-Zr,aflow:23632fdf561cc284,N1Zr3,221,cP4,0.646513,-7.8409,,False
N-Zr,aflow:2616bc18cfff1ee4,N8Zr4,14,mP12,-0.717742,-9.11142,,True
N-Zr,aflow:28f52910d55673ce,N1Zr3,221,cP4,-0.201335,-8.68875,,True
N-Zr,aflow:2a5192c13d4269f7,N2Zr1,187,hP3,-0.631695,-9.02538,,True
N-Zr,aflow:2cfd517d85c37eb1,N2Zr1,164,hP3,0.112729,-8.28095,0.0,False
N-Zr,aflow:3337f1af412f6426,N4Zr2,12,mS12,-0.922747,-9.31643,,True
N-Zr,aflow:3301a4d7ba8187cb,N1Zr4,221,cP5,2.10267,-6.39599,,False
N-Zr,aflow:338b20e5bdfb7edb,N4Zr2,71,oI12,-0.88638,-9.28006,,True
N-Zr,aflow:345403013a0d3200,N12Zr4,141,tI32,0.202181,-8.17276,,False
N-Zr,aflow:3592eeb9fd804a4c,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:359eef8596cd6d24,N2Zr6,182,hP8,-0.91659,-9.404,,True
N-Zr,aflow:366f19fe504538ac,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:38d97bd9d4927868,N3Zr1,123,tP4,0.165376,-8.20956,,False
N-Zr,aflow:3d448e5e3f052f01,N16Zr12,62,oP28,-1.4861,-9.90121,0.9767,True
N-Zr,aflow:3ecb85982fd4954d,N3Zr1,12,mS8,0.460188,-7.91475,,False
N-Zr,aflow:3e7246c8c8b30795,N6Zr2,140,tI16,0.338416,-8.03652,,False
N-Zr,aflow:3ea5faee9461426d,N3Zr6,164,hP9,-0.635404,-9.10407,,True
N-Zr,aflow:425997f46ef43003,N2Zr3,139,tI10,-1.3956,-9.84927,,True
N-Zr,aflow:44e14aae42dd28f9,N2Zr1,164,hP3,0.111963,-8.28172,,False
N-Zr,aflow:4658a5c896cc7029,N8Zr6,227,cF56,-1.45132,-9.86643,,True
N-Zr,aflow:46658dc4ba8f0adb,N2Zr6,123,tP8,-0.228618,-8.71603,,True
N-Zr,aflow:4622a93942124870,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:477c7cbf0400876f,N2Zr6,193,hP8,-0.825818,-9.31323,,True
N-Zr,aflow:480b028cbba41f52,N2Zr3,164,hP5,-1.3476,-9.80127,,True
N-Zr,aflow:4d1027fef8997d1f,N4Zr2,194,hP6,-0.670413,-9.06409,,True
N-Zr,aflow:4ddd627b7935a69b,N4Zr2,58,oP6,-0.632106,-9.02579,,True
N-Zr,aflow:52302b1b7b1ef808,N6Zr9,12,mS30,-1.37417,-9.82784,,True
N-Zr,aflow:5208096081900c34,N3Zr2,164,hP5,-1.06034,-9.46902,,True
N-Zr,aflow:522d4b0a40e532e8,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:53bab408b93e6273,N12Zr4,204,cI32,-0.162576,-8.53751,,True
N-Zr,aflow:5dc3eca0ade27c3f,N4Zr6,194,hP10,-0.803166,-9.25684,,True
N-Zr,aflow:5d0010ec7ca64d82,N8Zr4,205,cP12,-0.643071,-9.03675,,True
N-Zr,aflow:630caa192d067385,N10Zr6,63,oS32,-0.7424,-9.14545,,True
N-Zr,aflow:63487bd02fc57d31,N3Zr1,166,hR4,0.454616,-7.92032,,False
N-Zr,aflow:66e0474b93246872,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:67138d714929f07a,N3Zr6,162,hP9,-1.17607,-9.64474,,True
N-Zr,aflow:671c02ea254305bc,N3Zr1,12,mS8,0.770433,-7.6045,,False
N-Zr,aflow:6b03ab4bddd639da,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:6e7a9e9e908f9893,N1Zr1,225,cF8,-1.68913,-10.1203,,True
N-Zr,aflow:70d23248ace5a7bc,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:7321e1bceec834c8,N12Zr4,14,mP16,0.422637,-7.9523,,False
N-Zr,aflow:785de9c92356f399,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:785fba7b69fc1ea5,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:7b34391447ffc52f,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:7be71357b93cd567,N8Zr4,14,mP12,-0.717793,-9.11147,,True
N-Zr,aflow:7c28f27ff5326697,N1Zr1,225,cF8,-1.68967,-10.1208,0.0,True
N-Zr,aflow:7f18c31109ebb179,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
